926;Down Periscope (1996);"Down Periscope is a 1996 American comedy film from 20th Century Fox, produced by Robert Lawrence, directed by David S. Ward, that stars Kelsey Grammer, Lauren Holly, and Rob Schneider. The film co-stars Bruce Dern, Harry Dean Stanton, William H. Macy and Rip Torn.
Lieutenant Commander Thomas Dodge fights to save his naval career while also being saddled with a group of misfit seamen brought together as the crew of his first command, the USS Stingray, a rusted and obsolete World War II-era diesel submarine recommissioned to participate in a special naval war-game."
927;Flower of My Secret, The (Flor de mi secreto, La) (1995);The Flower of My Secret (Spanish: La flor de mi secreto) is a 1995 film by Spanish director Pedro Almodóvar. The film was selected as the Spanish entry for the Best Foreign Language Film at the 68th Academy Awards, but was not accepted as a nominee.
928;Craft, The (1996);The Craft is a 1996 American supernatural horror film directed by Andrew Fleming and starring Robin Tunney, Fairuza Balk, Neve Campbell, and Rachel True. The film's plot centers on a group of four outcast teenage girls who pursue witchcraft for their own gain, but soon encounter negative repercussions from their actions. The film was released on May 3, 1996, by Columbia Pictures and it was a surprise hit, earning $55 million against a budget of $15 million. In the years since its release, the film has accrued a significant cult following.
929;Harriet the Spy (1996);Harriet the Spy is a 1996 American family comedy film based on the 1964 novel of the same name by Louise Fitzhugh. The film stars Michelle Trachtenberg in her film debut, and is the directorial debut of Bronwen Hughes. Produced by Paramount Pictures, Nickelodeon Movies and Rastar, it was the first film produced under the Nickelodeon Movies banner and the first of two film adaptations of the Harriet the Spy books. In theaters, the remade pilot episode of Hey Arnold! was shown before the film.
930;Chain Reaction (1996);Chain Reaction is a 1996 American science fiction thriller film directed by Andrew Davis, starring Keanu Reeves, Morgan Freeman, Rachel Weisz, Fred Ward, Kevin Dunn and Brian Cox. It presents a fictional account of the invention of a new non-contaminating power source based on hydrogen and the attempts by the United States Government to prevent the spreading of this technology. The film was released in the United States on August 2, 1996.
931;Island of Dr. Moreau, The (1996);"The Island of Dr. Moreau is a 1996 American science fiction horror film, the third major film adaptation of H. G. Wells' novel The Island of Doctor Moreau, about a scientist who attempts to convert animals into people. The film stars Marlon Brando, David Thewlis, Val Kilmer, Ron Perlman, and Fairuza Balk, and was directed by John Frankenheimer, who was brought in half a week after shooting started. The screenplay is credited to the original director Richard Stanley and Ron Hutchinson.
The production was notoriously difficult, and the film was a box office bomb that received mostly negative reviews."
932;First Kid (1996);First Kid is a 1996 Disney comedy film directed by David Mickey Evans and starring Sinbad and Brock Pierce. It was mostly filmed in Richmond, Virginia.
933;Funeral, The (1996);"The Funeral is a 1996 American crime-drama film directed by Abel Ferrara and starring Christopher Walken, Chris Penn, Annabella Sciorra, Isabella Rossellini, Vincent Gallo, Benicio del Toro and Gretchen Mol.
The story concerns the funeral of one of three brothers in a family of gangsters that lived in New York City in 1930s. It details the past of the brothers and their families through a series of flashbacks, concluding with a shocking scene of graphic violence.
Chris Penn won the best supporting actor award at the 1996 Venice Film Festival for his performance."
934;Preacher's Wife, The (1996);"The Preacher's Wife: Original Soundtrack Album is the soundtrack to the 1996 film of the same name and features songs performed by Whitney Houston, who also stars in the film. It is the best-selling gospel album of all time, and has sold an estimated 8 million copies worldwide.
The lead single, ""I Believe in You and Me"" (a cover of The Four Tops classic), became a top five hit in the U.S. and was nominated for Best Female R&B Vocal Performance at the 40th Grammy Awards, as well as for Best R&B Album.
""Step by Step"" was another hit single, peaking at number 15 on the Billboard Hot 100 chart. ""My Heart Is Calling"" became the soundtrack's final release.
""Lay Aside Every Weight"", covered and performed by Georgia Mass Choir and Whitney Houston, appears in the film but not on the motion picture soundtrack for unknown reasons."
935;Paradise Road (1997);Paradise Road is a 1997 American/Australian war film that tells the story of a group of English, American, Dutch and Australian women who are imprisoned by the Japanese in Sumatra during World War II. It was directed by Bruce Beresford and stars Glenn Close as Adrienne Pargiter, Frances McDormand as the brash Dr. Verstak, Pauline Collins as missionary Margaret Drummond (based on missionary Margaret Dryburgh), Julianna Margulies as American socialite Topsy Merritt, Jennifer Ehle as British doyenne and model Rosemary Leighton Jones, Cate Blanchett as Australian nurse Susan McCarthy and Elizabeth Spriggs as dowager Imogene Roberts.
936;Brassed Off (1996);"Brassed Off is a 1996 British comedy-drama film written and directed by Mark Herman and starring Pete Postlethwaite, Tara Fitzgerald and Ewan McGregor.
The film is about the troubles faced by a colliery brass band, following the closure of their pit. The soundtrack for the film was provided by the Grimethorpe Colliery Band, and the plot is based on Grimethorpe's own struggles against pit closures. It is generally very positively received for its role in promoting brass bands and their music. Parts of the film make reference to the huge increase in suicides that resulted from the end of the coal industry in Britain, and the struggle to retain hope in the circumstances.
In the United States the film was promoted simply as a romantic comedy involving McGregor and Fitzgerald's characters."
937;Thousand Acres, A (1997);"A Thousand Acres is a 1991 novel by American author Jane Smiley. It won the 1992 Pulitzer Prize for Fiction, the National Book Critics Circle Award for fiction in 1991 and was adapted to a 1997 film of the same name.
The novel is a modernized retelling of Shakespeare's King Lear and is set on a thousand-acre (four hundred hectares) farm in Iowa that is owned by a family of a father and his three daughters. It is told through the point of view of the oldest daughter, Ginny."
938;Smile Like Yours, A (1997);A Smile Like Yours is a 1997 American romantic comedy film directed by Keith Samples and starring Greg Kinnear and Lauren Holly. The film centers on a couple as they try to conceive a child. The film was produced by Rysher Entertainment and released by Paramount Pictures. The title song was performed by Natalie Cole.
939;Murder in the First (1995);Murder in the First is a 1995 American drama thriller film, directed by Marc Rocco, about a petty criminal named Henri Young (portrayed by Kevin Bacon) who is put on trial for murder in the first degree. The film also stars Christian Slater and Gary Oldman.
940;Airheads (1994);Airheads is a 1994 American comedy film written by Rich Wilkes and directed by Michael Lehmann. It stars Brendan Fraser, Steve Buscemi and Adam Sandler as a band of loser musicians who stage a hijacking of a radio station in order to get airplay for their demo recording. Joe Mantegna, Michael McKean, Ernie Hudson and Michael Richards play supporting roles.
941;With Honors (1994);With Honors is a 1994 American comedy-drama film directed by Alek Keshishian and starring Brendan Fraser, Joe Pesci and Moira Kelly.
942;What's Love Got to Do with It (1993);What's Love Got to Do with It is the eighth solo album by Tina Turner, released on Parlophone in 1993. It was the soundtrack album for the 1993 Tina Turner biographical film What's Love Got to Do with It, which was released by Touchstone Pictures the same year.
943;Killing Zoe (1994);"Killing Zoe is a 1994 American-French crime film written and directed by Roger Avary and starring Eric Stoltz, Jean-Hugues Anglade and Julie Delpy. The story details a safe cracker named Zed who returns to France to aid an old friend in performing a doomed bank heist. Killing Zoe is regarded as a respected ""cult"" favorite and has been labeled by Roger Ebert as ""Generation X's first bank caper movie."""
944;Renaissance Man (1994);Renaissance Man is a 1994 American comedy film directed by Penny Marshall, and stars Danny DeVito, Gregory Hines, James Remar and Cliff Robertson. In Australia, the film is known under the title of Army Intelligence.
945;Charade (1963);"""Charade"" is a sad, lonely parisian waltz composed by Henry Mancini with lyrics by Johnny Mercer performed in the 1963 film of the same name starring by Cary Grant and Audrey Hepburn. It was nominated that year for the Academy Award for Best Original Song."
946;Fox and the Hound, The (1981);"The Fox and the Hound is a 1981 American animated buddy drama film produced by Walt Disney Productions and loosely based on the novel of the same name by Daniel P. Mannix. The 24th Disney animated feature film, the film tells the story of two unlikely friends, a red fox named Tod and a hound dog named Copper, who struggle to preserve their friendship, despite their emerging instincts and the surrounding social pressures demanding them to be adversaries. Directed by Ted Berman, Richard Rich, and Art Stevens, the film features the voices of Mickey Rooney, Kurt Russell, Pearl Bailey, Jack Albertson, Sandy Duncan, Jeanette Nolan, Pat Buttram, John Fiedler, John McIntire, Dick Bakalyan, Paul Winchell, Keith Mitchell, and Corey Feldman.
The Fox and the Hound was released to theaters on July 10, 1981 (on a double bill with the featurette Once Upon a Mouse) to financial success. At the time of release it was the most expensive animated film produced to date, costing $12 million. It was re-released to theaters on March 25, 1988. A direct-to-video followup, The Fox and the Hound 2, was released to DVD on December 12, 2006."
947;Big Blue, The (Grand bleu, Le) (1988);"The Big Blue (released in some countries under the French title Le Grand Bleu) is a 1988 English-language film in the French Cinéma du look visual style, made by French director Luc Besson. The film is a heavily fictionalized and dramatized story of the friendship and sporting rivalry between two leading contemporary champion free divers in the 20th century: Jacques Mayol (played by Jean-Marc Barr) and Enzo Maiorca (renamed to ""Enzo Molinari"" and played by Jean Reno), and Mayol's fictionalized relationship with his girlfriend Johana Baker (played by Rosanna Arquette).
The film, which covers their childhood in 1960s Greece to their deaths in a 1980s Sicilian diving competition, is a cult-classic in the diving fraternity, and became one of France's most commercially successful films (although an adaptation for US release was a commercial failure in that country). President of France Jacques Chirac referred to the film in describing Mayol, after his death in 2001, as having been an enduring symbol for the ""Big Blue"" generation.
The story was heavily adapted for cinema — in real life Mayol lived from 1927 to 2001 and Maiorca retired from diving to politics in the 1980s. Both set no-limits category deep diving records below 100 metres, and Mayol was indeed involved in scientific research into human aquatic potential, but neither reached 400 feet (122 metres) as portrayed in the film, and they were not direct competitors. Mayol himself was a screenwriter for the film, and Mayol's search for love, family, ""wholeness"" and the meaning of life and death, and the conflict and tension between his yearning for the deep, and his relationship with his girlfriend, also form part of the backdrop for the latter part of the film."
948;Booty Call (1997);"The Big Blue (released in some countries under the French title Le Grand Bleu) is a 1988 English-language film in the French Cinéma du look visual style, made by French director Luc Besson. The film is a heavily fictionalized and dramatized story of the friendship and sporting rivalry between two leading contemporary champion free divers in the 20th century: Jacques Mayol (played by Jean-Marc Barr) and Enzo Maiorca (renamed to ""Enzo Molinari"" and played by Jean Reno), and Mayol's fictionalized relationship with his girlfriend Johana Baker (played by Rosanna Arquette).
The film, which covers their childhood in 1960s Greece to their deaths in a 1980s Sicilian diving competition, is a cult-classic in the diving fraternity, and became one of France's most commercially successful films (although an adaptation for US release was a commercial failure in that country). President of France Jacques Chirac referred to the film in describing Mayol, after his death in 2001, as having been an enduring symbol for the ""Big Blue"" generation.
The story was heavily adapted for cinema — in real life Mayol lived from 1927 to 2001 and Maiorca retired from diving to politics in the 1980s. Both set no-limits category deep diving records below 100 metres, and Mayol was indeed involved in scientific research into human aquatic potential, but neither reached 400 feet (122 metres) as portrayed in the film, and they were not direct competitors. Mayol himself was a screenwriter for the film, and Mayol's search for love, family, ""wholeness"" and the meaning of life and death, and the conflict and tension between his yearning for the deep, and his relationship with his girlfriend, also form part of the backdrop for the latter part of the film."
949;How to Make an American Quilt (1995);How to Make an American Quilt is a 1995 American drama film based on the 1991 novel of the same name by Whitney Otto. Directed by Jocelyn Moorhouse, the film stars Winona Ryder, Anne Bancroft, Ellen Burstyn, Kate Nelligan and Alfre Woodard. The film received a nomination for the Screen Actors Guild Award for Outstanding Performance by a Cast in a Motion Picture.
950;Georgia (1995);"Georgia is a 1995 American independent film starring Jennifer Jason Leigh and Mare Winningham. In the film, Leigh played Sadie Flood, a punky barroom singer who has a complicated, jealous but loving relationship with her older sister, Georgia, played by Winningham. Georgia is a successful, talented and well-adjusted folk music singer and a happily married mother of two. Sadie is passionate but self-destructive and untalented. While she seeks fame, she destroys herself through drug abuse. Although the movie focuses largely on Sadie, it was apparently titled Georgia because Sadie defines her own identity so much through her older sister.
John Doe of the punk band X played a supporting role and performed as a member of Sadie's band. The music in the film consisted of 13 songs which were recorded live and performed by the actors (""a risk that has paid off spectacularly in terms of emotional intensity"", according to Los Angeles Times critic Kenneth Turan). These included covers of songs by Lou Reed, Elvis Costello and, most famously, Van Morrison: in the talked-about centrepiece of the film, Sadie drunkenly performs a raw, gruelling 8½-minute version of Morrison's ""Take Me Back"" in a ragged Janis Joplin-style gut howl at an AIDS benefit concert.
The film was a very personal project for Jennifer Jason Leigh: it was written by her mother, Barbara Turner, Leigh and Turner co-produced it themselves, and she chose as her co-star her longtime real-life friend Mare Winningham, whom she had known since the age of 13. It was directed by Ulu Grosbard, a friend of her mother's."
951;Indian in the Cupboard, The (1995);"The Indian in the Cupboard is a low fantasy children's novel by the British writer Lynne Reid Banks, published in 1980 with illustrations by Robin Jacques (UK) and Brock Cole (US). It was adapted as a 1995 children's film under the same name.
The original book was followed by four sequels: The Return of the Indian (1985); The Secret of the Indian (1989); The Mystery of the Cupboard (1993); and The Key to the Indian (1998). All were published by Doubleday Books in hardcover, then by Avon Books, now HarperCollins, in paperback. There have been multiple reprints, in various formats, including movie tie-in editions. The publisher recommended reading level is age nine and up."
952;Blue in the Face (1995);"Blue in the Face is a 1995 American comedy film directed by Wayne Wang and Paul Auster. It stars Harvey Keitel, Victor Argo, Giancarlo Esposito, Roseanne Barr, Michael J. Fox, Lily Tomlin, Mira Sorvino, Lou Reed, Mel Gorham, Jim Jarmusch and Malik Yoba.
Blue in the Face was filmed over a five-day period as a follow-up to Wang's 1995 movie Smoke. During production of Smoke, Keitel and the others ad-libbed scenes in-character between takes and a sequel was made using this improvised material.
Lily Tomlin was nominated for an American Comedy Award as ""Funniest Supporting Actress in a Motion Picture"" for her performance in this picture.
Blue in the Face features songs by singer Selena. The bilingual duet with David Byrne, ""God's Child (Baila Conmigo)"" is used as sound track."
953;Unstrung Heroes (1995);Unstrung Heroes is a 1995 American comedy-drama film directed by Diane Keaton. The screenplay by Richard LaGravenese is based on a memoir by journalist Franz Lidz.
954;Unzipped (1995);"Unzipped is a 1995 American documentary filmdirected by Douglas Keeve. It follows fashion designer Isaac Mizrahi, Keeve's then boyfriend, as he plans and ultimately shows his fall 1994 collection. The film put such a rift in their relationship over Mizrahi's depiction that the two broke up over it.
There are appearances by supermodels Cindy Crawford, Naomi Campbell, Linda Evangelista and Kate Moss, as well as many other celebrities and designers from the fashion world and beyond."
955;Before Sunrise (1995);"Before Sunrise is a 1995 American romantic drama film directed by Richard Linklater and written by Linklater and Kim Krizan. The film follows Jesse (Ethan Hawke), a young American man, and Céline (Julie Delpy), a young French woman, who meet on a train and disembark in Vienna, where they spend the night walking around the city and getting to know each other.
The plot is considered minimalistic, as not much happens aside from walking and talking. The two characters' ideas and perspectives on life and love are detailed. Jesse is a romantic disguised as a cynic, and Céline is seemingly a romantic, albeit with some doubts. Taking place over the course of one night, their limited time together is always on their minds, and leads to their revealing more about themselves than they normally would, since both believe they will never see one another again.
Before Sunrise opened to a strongly positive reception from critics. Jesse and Céline later make an appearance in Linklater's 2001 film Waking Life. A 2004 sequel, Before Sunset, picks up the story nine years after the events of the first film, and a 2013 sequel, Before Midnight, picks up the story eighteen years on."
956;Nobody's Fool (1994);Nobody's Fool is a 1994 American comedy-drama film based on the 1993 novel of the same name by Richard Russo. The film was written for the screen and directed by Robert Benton and stars Paul Newman, Jessica Tandy, Bruce Willis, Melanie Griffith, Dylan Walsh, Pruitt Taylor Vince, Gene Saks, Josef Sommer, Philip Seymour Hoffman, and Philip Bosco. It was Paramount's final production under its Paramount Communications ownership and Jessica Tandy's final produced film before her death on September 11, 1994.
957;Pushing Hands (1992);"Pushing Hands (Chinese: 推手; pinyin: tuī shǒu) is a film directed by Ang Lee. Released in 1992, it was his first feature film. Together with Ang Lee's two following films, The Wedding Banquet (1993) and Eat Drink Man Woman (1994), it forms his ""Father Knows Best"" trilogy, each of which deals with conflicts between an older and more traditional generation and their children as they confront a world of change.
The film was first released in Taiwan. After The Wedding Banquet and Eat Drink Man Woman became successful in the United States, Pushing Hands received a U.S. release."
958;To Live (Huozhe) (1994);"To Live, also titled Lifetimes in some English versions, is a Chinese film directed by Zhang Yimou in 1994, starring Ge You, Gong Li, and produced by the Shanghai Film Studio and ERA International. It is based on the novel of the same name by Yu Hua. Having achieved international success with his previous films (Ju Dou and Raise the Red Lantern), director Zhang Yimou's To Live came with high expectations. It is the first Chinese film that had its foreign distribution rights pre-sold.
The film was banned in mainland China by the Chinese State Administration of Radio, Film, and Television due to its critical portrayal of various policies and campaigns of the Communist government.
To Live was screened at the 1994 New York Film Festival before eventually receiving a limited release in the United States on November 18, 1994."
959;Dazed and Confused (1993);"Dazed and Confused is a 1993 American coming-of-age comedy film written and directed by Richard Linklater. The film features a large ensemble cast of actors who would later become stars, including Matthew McConaughey, Jason London, Ben Affleck, Milla Jovovich, Cole Hauser, Parker Posey, Adam Goldberg, Joey Lauren Adams, Nicky Katt, and Rory Cochrane. The plot follows various groups of Texas teenagers during the last day of school in 1976.
The film grossed less than $8 million at the U.S. box office. In 2002, Quentin Tarantino listed it as the 10th best film of all time in a Sight and Sound poll. It ranked third on Entertainment Weekly magazine's list of the 50 Best High School Movies. The magazine also ranked it 10th on their ""Funniest Movies of the Past 25 Years"" list.
The title of the film is derived from the Led Zeppelin version of the song of the same name. Linklater approached the surviving members of Led Zeppelin for permission to use their song ""Rock and Roll"" in the film, but, while Jimmy Page and John Paul Jones agreed, Robert Plant refused."
960;Naked (1993);Naked is a 1993 British black comedy-drama film written and directed by Mike Leigh and starring David Thewlis as Johnny, a motor-mouthed intellectual and conspiracy theorist. Stark and brutal in tone, Naked was a departure for Leigh, whose previous works were known for their subtle comedic dissections of middle-class and working-class manners. Leigh's Naked screenplay relied heavily on lengthy improvisation during rehearsals, but little actual ad-libbing was filmed. Critically acclaimed, the film won a number of awards, including best director and best actor at Cannes. Naked marked a new career high for Leigh as a director and made the then-unknown Thewlis an internationally recognized star.
961;Orlando (1993);"The 1993–94 NBA season was the Magic's fifth season in the National Basketball Association. The team narrowly missed the playoffs the previous season, but as a result, received unexpected good fortune. Despite having the worst odds, the Magic won the NBA Draft Lottery for the second consecutive season. The Magic drafted Chris Webber out of the University of Michigan with the first pick overall. They would eventually swap Webber to the Golden State Warriors for the rights to guard Anfernee Hardaway. Hardaway was selected 3rd overall by the Warriors, but the Magic acquired 3 future first round picks so the Warriors could have the rights to Chris Webber.
With the addition of Hardaway, the Magic acquired a guard who could get second-year star Shaquille O'Neal the ball more often. O'Neal continued to dominate the league in scoring as he averaged 29.3 points per game, and was selected for the 1994 NBA All-Star Game. Under new head coach Brian Hill, the Magic had qualified for the playoffs for the first time in franchise history. The club finished with a record of 50 wins and 32 losses, which was good enough for 2nd place in the Atlantic Division. In the first round of the playoffs, the Magic would struggle losing their first 2 games at home by a total of 3 points, as Shaq's weakness at the free throw line was exposed. In the end, the Magic were swept by the 5th-seeded Indiana Pacers in 3 straight. Following the season, Scott Skiles was traded to the Washington Bullets."
962;Ruby in Paradise (1993);Ruby in Paradise is a 1993 written, directed, and edited by Victor Nunez, and starring Ashley Judd, Todd Field, Bentley Mitchum, Allison Dean, and Dorothy Lyman. It is a homage to Northanger Abbey by Jane Austen.
963;Some Folks Call It a Sling Blade (1993);"Kent Lon Wakeford (born 1928) is an American cinematographer, the co-founder of Wakeford / Orloff Productions and founder of Kent Wakeford and Associates, two commercial production companies.
Wakeford is most known for working on Martin Scorsese's films Mean Streets and Alice Doesn't Live Here Anymore, as well as on the films Some Folks Call It a Sling Blade and Wedding Bell Blues."
964;Month by the Lake, A (1995);A Month by the Lake is a 1995 romantic comedy starring Vanessa Redgrave, Edward Fox and Uma Thurman. It is directed by John Irvin and is based on the novel by H.E. Bates. Parts of the movie scenes were filmed in Varenna, Bellagio and Lierna area, Lake Como.
965;Funny Face (1957);A Month by the Lake is a 1995 romantic comedy starring Vanessa Redgrave, Edward Fox and Uma Thurman. It is directed by John Irvin and is based on the novel by H.E. Bates. Parts of the movie scenes were filmed in Varenna, Bellagio and Lierna area, Lake Como.
966;Affair to Remember, An (1957);An Affair to Remember is a 1957 American romance film starring Cary Grant and Deborah Kerr, directed by Leo McCarey and filmed in CinemaScope and DeLuxe Color. It was distributed by 20th Century Fox. The film is considered one of the most romantic movies of all time, according to the American Film Institute. The film was a remake of McCarey's 1939 film Love Affair, starring Irene Dunne and Charles Boyer.
967;Little Lord Fauntleroy (1936);"Little Lord Fauntleroy is a 1936 drama film based on the 1886 novel of the same name by Frances Hodgson Burnett. The film stars Freddie Bartholomew, Dolores Costello, and C. Aubrey Smith. The first film produced by David O. Selznick's Selznick International Pictures, it was the studio's most profitable film until Gone With the Wind. The film is directed by John Cromwell.
The film was critically well received and is now in the public domain. In 2012 it was released on Blu-ray Disc by Kino Lorber, following a restoration by the George Eastman House Motion Picture Department."
968;Inspector General, The (1949);The Inspector General is a 1949 Technicolor musical comedy film. It stars Danny Kaye and was directed by Henry Koster. The film also stars Walter Slezak, Gene Lockhart, Barbara Bates, Elsa Lanchester, Alan Hale Sr. and Rhys Williams. Original music by Sylvia Fine and Johnny Green.
969;Winnie the Pooh and the Blustery Day (1968);"Winnie the Pooh and the Blustery Day is a 1968 animated featurette based on the third, fifth, ninth, and tenth chapters from Winnie-the-Pooh and the second, eighth, and ninth chapters from The House at Pooh Corner by A. A. Milne. The featurette was produced by Walt Disney Productions and released by Buena Vista Distribution Company on December 20, 1968 as a double feature with The Horse in the Gray Flannel Suit. This was the second of the studio's Winnie the Pooh shorts. It was later added as a segment to the 1977 film The Many Adventures of Winnie the Pooh. The music was written by Richard M. Sherman and Robert B. Sherman. It was notable for being the last animated short produced by Walt Disney, who died during its production.
Winnie the Pooh and the Blustery Day won the 1968 Academy Award for Animated Short Film. The Academy Award was awarded posthumously to Walt Disney, who died of lung cancer two years before the film's initial release. It is also the only Winnie the Pooh production that won an Academy Award. (Winnie the Pooh and Tigger Too, which was released six years later in 1974, was nominated for the same Academy Award, but lost to Closed Mondays.)
The animated featurette also served as an inspiration for the Many Adventures of Winnie the Pooh ride in Walt Disney World in which the rider experiences several scenes from the cartoon, including Pooh's Heffalump and Woozle dream."
970;Hear My Song (1991);"Hear My Song is a 1991 drama film, written by the actors Peter Chelsom (who directed) and Adrian Dunbar (who plays the lead), based on the story of Irish tenor Josef Locke. It was nominated for Best Original Screenplay at the 1993 BAFTA awards.
The film also stars Tara Fitzgerald, David McCallum, William Hootkins, Shirley Anne Field, James Nesbitt, and Ned Beatty as Locke."
971;Mediterraneo (1991);"Mediterraneo is a 1991 Italian film that won the Academy Award for Best Foreign Language Film in 1991. The film is set during World War II, and regards a group of Italian soldiers who become stranded on a Greek island and are left behind by the war. The filming took place on the Greek island of Kastellórizo, in the Dodecanese island complex.
The film was a success at the box office."
972;Passion Fish (1992);"Passion Fish is a 1992 American film written and directed by John Sayles. The film stars Mary McDonnell, Alfre Woodard, Vondie Curtis-Hall, David Strathairn, Leo Burmester, and Angela Bassett.
It tells the story of a soap opera star, paralyzed after being struck by a taxi, who is forced to return to her family home and rely upon a series of nurses, forcing each of them to leave her employment until one shows up guaranteed to stay."
973;Grateful Dead (1995);"The Grateful Dead was an American rock band formed in 1965 in Palo Alto, California. Ranging from quintet to septet, the band is known for its unique and eclectic style, which fused elements of rock, psychedelia, experimental music, modal jazz, country, folk, bluegrass, blues, reggae, and space rock, for live performances of lengthy instrumental jams, and for their devoted fan base, known as ""Deadheads"". ""Their music,"" writes Lenny Kaye, ""touches on ground that most other groups don't even know exists."" These various influences were distilled into a diverse and psychedelic whole that made the Grateful Dead ""the pioneering Godfathers of the jam band world"". The band was ranked 57th by Rolling Stone magazine in its The Greatest Artists of All Time issue. The band was inducted into the Rock and Roll Hall of Fame in 1994 and a recording of their May 8, 1977 performance at Cornell University's Barton Hall was added to the National Recording Registry of the Library of Congress in 2012. The Grateful Dead have sold more than 35 million albums worldwide.
The Grateful Dead was founded in the San Francisco Bay Area amid the rise of the counterculture of the 1960s. The founding members were Jerry Garcia (lead guitar, vocals), Bob Weir (rhythm guitar, vocals), Ron ""Pigpen"" McKernan (keyboards, harmonica, vocals), Phil Lesh (bass, vocals), and Bill Kreutzmann (drums). Members of the Grateful Dead had played together in various San Francisco bands, including Mother McCree's Uptown Jug Champions and the Warlocks. Lesh was the last member to join the Warlocks before they became the Grateful Dead; he replaced Dana Morgan Jr., who had played bass for a few gigs. Drummer Mickey Hart and nonperforming lyricist Robert Hunter joined in 1967. With the exception of McKernan, who died in 1973, and Hart, who took time off from 1971 to 1974, the core of the band stayed together for its entire 30-year history. The other official members of the band are Tom Constanten (keyboards; 1968–1970), John Perry Barlow (nonperforming lyricist; 1971–1995), Keith Godchaux (keyboards; 1971–1979), Donna Godchaux (vocals; 1972–1979), Brent Mydland (keyboards, vocals; 1979–1990), and Vince Welnick (keyboards, vocals; 1990–1995). Pianist Bruce Hornsby was a touring member from 1990 to 1992, as well as guesting with the band on occasion before and after the tours.
After the death of Jerry Garcia in 1995, former members of the band, along with other musicians, toured as the Other Ones in 1998, 2000, and 2002, and the Dead in 2003, 2004, and 2009. In 2015, the four surviving core members marked the band's 50th anniversary in a series of concerts that were billed as their last performances together. There have also been several spin-offs featuring one or more core members, such as Dead & Company, Furthur, the Rhythm Devils, Phil Lesh & Friends, RatDog, and Billy & the Kids."
974;Eye for an Eye (1996);"Eye for an Eye is a 1996 American psychological thriller film, directed by John Schlesinger and written by Rick Jaffa and Amanda Silver. The film stars Sally Field, Kiefer Sutherland, Ed Harris, Beverly D'Angelo and Joe Mantegna. The story was adapted from Erika Holzer's novel of the same name. The film opened on January 12, 1996.
This film was remade in India as the Hindi film Dushman (1998), starring Kajol in a double role."
975;Fear (1996);"Fear is a 1996 American psychological thriller film directed by James Foley and written by Christopher Crowe. It stars Mark Wahlberg, Reese Witherspoon, William Petersen, Alyssa Milano and Amy Brenneman. It revolves around an upper-middle class family whose seemingly perfect existence is threatened when their teenage daughter begins dating an attractive and mysterious young man, much to her father's chagrin.
The film was largely derided by critics upon its release, but became a sleeper hit in the spring of 1996, grossing $20 million at the U.S. box office. It has since become a cult film, while at the same time launching teen idol status for its two young leads, who were romantically linked at the time of the film's premiere. Wahlberg was nominated for the MTV Movie Award for Best Villain."
976;Solo (1996);"Solo is a 1996 science fiction action film from Columbia/Tristar Studios. It was directed by Norberto Barba, who has since primarily produced television series. The film was based on the novel Weapon by Robert Mason, and was adapted into a screenplay by David L. Corley. The cast included Mario Van Peebles, Barry Corbin, and William Sadler.
The film ran for 94 minutes and received an MPAA rating of PG-13 for combat violence and language. It received poor reviews and is viewed as a derivative action vehicle. Solo currently holds a 6% rating on Rotten Tomatoes based on 32 reviews."
977;Substitute, The (1996);The Substitute is a 1996 American crime action thriller film directed by Robert Mandel and starring Tom Berenger, Ernie Hudson, Marc Anthony, William Forsythe, Raymond Cruz and Luis Guzmán.
978;Heaven's Prisoners (1996);"Heaven's Prisoners is a 1996 American crime drama thriller film directed by Phil Joanou and starring Alec Baldwin, Kelly Lynch, Mary Stuart Masterson, Teri Hatcher and Eric Roberts. It is based on a Dave Robicheaux homonymous novel by James Lee Burke. Harley Peyton and Scott Frank wrote the screenplay.
The film was followed by In the Electric Mist (2009), starring Tommy Lee Jones as Dave Robicheaux. In the sequel, Robicheaux still lives in Louisiana and has come out of retirement as an Iberia Parish sheriff's detective."
979;Trigger Effect, The (1996);The Trigger Effect is a 1996 American thriller film written and directed by David Koepp and starring Kyle MacLachlan, Elisabeth Shue and Dermot Mulroney. The film follows the downward spiral of society during a widespread and lengthy power outage in Southern California.
980;Mother Night (1996);"Mother Night is a 1996 American romantic war film based on Kurt Vonnegut's 1961 book of the same name.
Nick Nolte stars as Howard W. Campbell, Jr., an American who moves with his family to Germany after World War I and goes on to become a successful German language playwright. As World War II looms, Campbell meets a man who claims to be from the United States Department of War, and is recruited to spy for the U.S., transmitting Nazi propaganda containing hidden messages that can only be decoded by Allied intelligence. After the war, Campbell relocates to New York City, where he attempts to live in obscurity. The film is narrated by Campbell, through a series of flashbacks, as he sits in a jail cell in Israel, writing his memoirs, and awaiting trial for war crimes.
The film also stars Sheryl Lee, John Goodman, Alan Arkin, and Frankie Faison. Vonnegut makes a brief appearance in a scene in New York City."
981;Dangerous Ground (1997);Dangerous Ground is a 1997 action thriller film starring Ice Cube and Elizabeth Hurley, directed by Darrell Roodt and written by Greg Latter and Darrell Roodt.
982;Maximum Risk (1996);Maximum Risk is a 1996 American action thriller film directed by Hong Kong director Ringo Lam in his American directorial debut, and starring Jean-Claude Van Damme and Natasha Henstridge. The film was released in the United States on September 13, 1996.
